"ID","Name","Stable ability ID","Slot","Control","Power name","Type","Declared description","Full source parameters","Definition source"
"breach","BREACH","breach.lmb","lmb","LMB","Breach Shotgun","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""shotgun"",""voice"":""shotgun12"",""name"":""Breach Shotgun"",""gear"":true,""cost"":8,""interval"":0.78,""damage"":7,""pellets"":7,""speed"":155,""radius"":0.5,""blast"":1.5,""spread"":0.15,""recoil"":5,""color"":""#efc66d"",""color2"":""#fff0c6""}","src/data/military-characters.js"
"breach","BREACH","breach.rmb","rmb","RMB","Concussion Launcher","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Concussion Launcher"",""gear"":true,""cost"":14,""cd"":1.5,""damage"":23,""speed"":85,""radius"":1.1,""blast"":12,""grav"":8,""shock"":true,""canister"":true,""color"":""#8c9e70"",""color2"":""#efc66d""}","src/data/military-characters.js"
"breach","BREACH","breach.q","q","Q","Shield Check","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Shield Check"",""gear"":true,""cost"":8,""cd"":1.2,""damage"":14,""range"":9,""arc"":0.85,""lunge"":26,""knock"":37,""launch"":3,""color"":""#efc66d""}","src/data/military-characters.js"
"breach","BREACH","breach.e","e","E","Entry Charge","mine","Not separately declared; see character identity and parameters","{""type"":""mine"",""name"":""Entry Charge"",""gear"":true,""cost"":14,""cd"":3,""damage"":25,""blast"":12,""trigger"":8,""duration"":20,""color"":""#efc66d""}","src/data/military-characters.js"
"breach","BREACH","breach.f","f","H","Field Dressing","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Field Dressing"",""gear"":true,""cost"":20,""cd"":20,""mult"":1,""dur"":3,""heal"":26,""color"":""#9ec58b""}","src/data/military-characters.js"
"breach","BREACH","breach.shift","shift","SHIFT","Entry Roll","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Entry Roll"",""cost"":5,""cd"":0.8,""power"":84,""iframes"":0.23,""color"":""#efc66d""}","src/data/military-characters.js"
"breach","BREACH","breach.r","r","R","Demolition Round","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Demolition Round"",""gear"":true,""cost"":30,""cd"":12,""damage"":42,""speed"":75,""radius"":1.4,""blast"":18,""shock"":true,""canister"":true,""color"":""#e69c48"",""color2"":""#ffe3aa""}","src/data/military-characters.js"
"recon","RECON","recon.lmb","lmb","LMB","Scout Blaster","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""rifle"",""voice"":""ar556"",""name"":""Scout Blaster"",""gear"":true,""cost"":2,""interval"":0.13,""damage"":6,""speed"":205,""radius"":0.45,""blast"":1.5,""spread"":0.03,""recoil"":1.4,""color"":""#ff7650"",""color2"":""#ffe6c0""}","src/data/military-characters.js"
"recon","RECON","recon.rmb","rmb","RMB","Charged Sidearm","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Charged Sidearm"",""gear"":true,""cost"":4,""cd"":0.65,""kiPerSec"":9,""maxCharge"":1.3,""minR"":0.55,""maxR"":1.7,""dmgMin"":10,""dmgMax"":32,""maxBlast"":7,""speedMin"":130,""speedMax"":180,""chargePower"":1.7,""color"":""#83cbd4"",""color2"":""#efffff""}","src/data/military-characters.js"
"recon","RECON","recon.q","q","Q","Scoped Marksman Rifle","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""rifle"",""voice"":""sniper762"",""name"":""Scoped Marksman Rifle"",""gear"":true,""cost"":0,""magazine"":5,""reserveAmmo"":30,""reloadTime"":2.6,""scopeZoom"":4,""life"":3,""interval"":1.2,""damage"":31,""speed"":320,""radius"":0.45,""blast"":0,""spread"":0.0015,""recoil"":3.6,""color"":""#efc66d"",""color2"":""#fff1cb""}","src/data/military-characters.js"
"recon","RECON","recon.e","e","E","Scout Grenade","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Scout Grenade"",""gear"":true,""cost"":10,""cd"":1.2,""damage"":23,""speed"":58,""radius"":1.1,""blast"":12,""grav"":11,""shock"":true,""canister"":true,""color"":""#789690"",""color2"":""#efc66d""}","src/data/military-characters.js"
"recon","RECON","recon.f","f","H","Trauma Patch","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Trauma Patch"",""gear"":true,""cost"":20,""cd"":20,""mult"":1,""dur"":3,""heal"":22,""color"":""#9ec58b""}","src/data/military-characters.js"
"recon","RECON","recon.shift","shift","SHIFT","Scout Roll","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Scout Roll"",""cost"":5,""cd"":0.7,""power"":92,""iframes"":0.23,""color"":""#83cbd4""}","src/data/military-characters.js"
"recon","RECON","recon.r","r","R","Anti-Armor Rocket","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Anti-Armor Rocket"",""gear"":true,""cost"":30,""cd"":12,""damage"":39,""speed"":100,""radius"":1.1,""blast"":15,""shock"":true,""canister"":true,""color"":""#e69c48"",""color2"":""#ffe3aa""}","src/data/military-characters.js"
